code,name,latest_date,benchmark,score,category,action,close,spread,spread_slope_60,spread_slope_120,spread_slope_250,below_zero_ratio_250,spread_breakout_level,price_breakout_level,volume_ratio,market_status,risk_flags,reason,score_positive_items,score_negative_items,missing_conditions,data_source
000981,山子高科,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,3.88,102.53,-0.73643,0.16264,0.52513,0.0,无,无,0.668,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
000987,越秀资本,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,8.22,41.112,-0.26598,0.07732,0.12579,0.0,无,无,0.702,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
001208,华菱线缆,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,16.58,12.331,-0.4881,0.05376,0.30157,0.516,无,无,0.826,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
002001,新 和 成,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,31.59,36.557,-0.33652,0.45394,0.18694,0.0,无,无,1.082,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
002043,兔 宝 宝,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,13.43,43.487,-0.54539,0.04355,0.23799,0.0,无,无,0.667,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
002131,利欧股份,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,6.2,144.448,-1.49507,0.64805,0.75718,0.0,无,无,0.73,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
002155,湖南黄金,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,26.04,242.924,-2.37388,0.99174,0.77283,0.0,无,无,1.147,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
002170,芭田股份,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,11.91,114.759,-0.42818,0.21952,0.26318,0.0,无,无,0.757,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
002195,岩山科技,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,8.18,223.992,-1.59499,0.50691,0.67895,0.0,无,无,0.883,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
002217,合力泰,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,2.69,-24.623,0.12314,-0.1624,-0.03032,0.856,无,无,0.443,强,跌破20日线,60日差价斜率转正；长期弱势但短期转强；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_slope_60_positive:+10|long_weak_short_turn_positive:+10|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,差价未站上零轴|120日差价斜率未转正|250日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
002237,恒邦股份,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,14.53,25.956,-0.40858,0.17273,0.13124,0.0,无,无,0.917,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
002261,拓维信息,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,32.25,277.023,-0.82471,0.49033,0.11664,0.0,无,无,0.506,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
002318,久立特材,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,26.0,71.119,-0.91635,0.14842,0.19059,0.0,无,无,0.768,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
002426,胜利精密,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,3.6,35.752,-0.39463,0.0034,0.0915,0.0,无,无,0.767,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
002439,启明星辰,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,15.23,-47.84,0.03158,-0.01351,-0.09953,1.0,无,无,0.566,强,跌破20日线,60日差价斜率转正；长期弱势但短期转强；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_slope_60_positive:+10|long_weak_short_turn_positive:+10|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,差价未站上零轴|120日差价斜率未转正|250日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
002539,云图控股,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,12.97,6.578,-0.33847,0.23387,0.14558,0.38,无,无,0.898,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
002541,鸿路钢构,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,19.57,-48.702,-0.35949,0.04363,-0.03741,1.0,无,无,1.308,强,,120日差价斜率转正；股价站上20日线；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_slope_120_positive:+10|stock_above_ma20:+6|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,,差价未站上零轴|60日差价斜率未转正|250日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点,cache
002563,森马服饰,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,5.61,-10.852,0.0643,-0.03696,-0.04795,0.864,无,无,0.493,强,跌破20日线,60日差价斜率转正；长期弱势但短期转强；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_slope_60_positive:+10|long_weak_short_turn_positive:+10|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,差价未站上零轴|120日差价斜率未转正|250日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
002588,史丹利,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,9.51,71.049,-0.41272,0.11971,0.08193,0.0,无,无,0.905,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
002595,豪迈科技,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,54.15,223.834,-0.76414,0.30645,0.57819,0.0,无,无,1.019,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
002911,佛燃能源,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,11.7,78.836,-1.20274,0.14962,0.20814,0.0,无,无,0.583,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
300017,网宿科技,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,16.54,163.184,-0.38293,1.33325,0.50047,0.0,无,无,0.632,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
300065,海兰信,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,23.37,47.958,-0.32075,0.42447,0.17363,0.0,无,无,0.679,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
300113,顺网科技,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,23.87,44.495,-0.14254,0.48131,0.13864,0.0,无,无,1.067,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
300129,泰胜风能,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,10.67,18.473,-0.72084,0.21034,0.28682,0.48,无,无,0.793,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
300139,晓程科技,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,50.57,302.658,-3.04825,2.19969,1.55966,0.0,无,无,1.448,强,一年内涨幅过大、跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,risk_price_double_from_250_low:-5|risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点,cache
300170,汉得信息,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,19.65,128.944,-0.61465,0.09934,0.21738,0.0,无,无,0.716,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
300277,汽轮科技,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,15.9,57.913,-1.26444,0.56237,0.23636,0.0,无,无,0.719,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
300296,利亚德,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,7.0,-33.044,-0.47455,0.04949,-0.01905,1.0,无,无,1.404,强,,120日差价斜率转正；股价站上20日线；指数站上60日线；指数20日线高于60日线；成交量超过20日均量1.2倍,spread_slope_120_positive:+10|stock_above_ma20:+6|market_above_ma60:+5|market_ma20_above_ma60:+5|volume_ratio_above_1_2:+5,,差价未站上零轴|60日差价斜率未转正|250日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点,cache
300383,光环新网,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,15.16,1.752,-0.02245,0.2508,0.00365,0.24,无,无,0.665,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
300409,道氏技术,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,25.0,7.193,-0.30493,0.06426,0.17149,0.3,无,无,0.63,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
300418,昆仑万维,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,46.45,97.638,-0.45941,0.26247,0.32344,0.0,无,无,1.115,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
300487,蓝晓科技,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,60.35,41.858,-0.64824,0.11139,0.15921,0.0,无,无,0.906,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
300558,贝达药业,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,48.1,-40.177,0.0699,-0.04708,-0.18306,0.908,无,无,0.588,强,跌破20日线,60日差价斜率转正；长期弱势但短期转强；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_slope_60_positive:+10|long_weak_short_turn_positive:+10|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,差价未站上零轴|120日差价斜率未转正|250日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
300827,上能电气,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,36.28,54.035,-0.20391,0.04448,0.29967,0.0,无,无,0.632,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
300846,首都在线,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,26.9,69.965,-0.57232,0.64596,0.2544,0.0,无,无,0.756,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
300855,图南股份,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,37.21,11.568,-0.32883,0.27838,0.18094,0.56,无,无,1.005,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
301015,百洋医药,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,23.07,-14.945,0.0072,-0.00664,-0.03976,0.704,无,无,0.643,强,跌破20日线,60日差价斜率转正；长期弱势但短期转强；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_slope_60_positive:+10|long_weak_short_turn_positive:+10|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,差价未站上零轴|120日差价斜率未转正|250日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
301035,润丰股份,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,70.61,23.724,-0.22807,0.08106,0.08509,0.0,无,无,0.602,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
301293,三博脑科,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,61.99,31.143,-0.65582,0.10132,0.20207,0.0,无,无,0.925,强,跌破20日线,差价位于零轴上方；120日差价斜率转正；250日差价斜率为正；指数站上60日线；指数20日线高于60日线,spread_above_zero:+8|spread_slope_120_positive:+10|spread_slope_250_positive:+8|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,60日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|个股20日线未高于60日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
301510,固高科技,2026-05-26,000300,31,剔除,不符合逐日差价图选股条件,38.43,-72.05,0.04406,-0.04189,-0.0584,1.0,无,无,0.982,强,跌破20日线,60日差价斜率转正；长期弱势但短期转强；个股20日线高于60日线；指数站上60日线；指数20日线高于60日线,spread_slope_60_positive:+10|long_weak_short_turn_positive:+10|stock_ma20_above_ma60:+6|market_above_ma60:+5|market_ma20_above_ma60:+5,risk_below_stock_ma20:-5,差价未站上零轴|120日差价斜率未转正|250日差价斜率未转正|差价未站上60日均线|未突破60日差价高点|未突破120日差价高点|未突破250日差价高点|股价未站上20日线|未突破60日价格高点|未突破120日价格高点|未突破250日价格高点|成交量未达到1.2倍,cache
