code,name,market_cap
300843,胜蓝股份,15296825436.160002
300846,首都在线,12431589515.519999
300850,新强联,13230042428.25
300855,图南股份,15259605270.0
300857,协创数据,121753524352.0
300861,美畅股份,14599092761.2
300863,卡倍亿,15129337214.4
300866,安克创新,66600161148.4
300868,杰美特,14369009600.0
300870,欧陆通,45435758838.36
300872,天阳科技,10060175520.630001
300888,稳健医疗,16806038258.88
300893,松原安全,10089117003.78
300896,爱美客,30110935990.109997
300900,广联航空,12355056591.8
300903,科翔股份,32053158768.059998
300905,宝丽迪,11915284725.76
300910,瑞丰新材,13376274565.6
300913,兆龙互连,17139056000.0
300919,中伟新材,56135792791.88
300938,信测标准,13829259640.800001
300953,震裕科技,39279278292.299995
300957,贝泰妮,15647784000.0
300959,线上线下,17353015376.0
300969,恒帅股份,18066313748.48
300972,万辰集团,35085908390.4
300975,商络电子,24107026644.36
300976,达瑞电子,11844084357.119999
300979,华利集团,39479610000.0
300990,同飞股份,15020831440.699999
300999,金龙鱼,142804721058.24
301005,超捷股份,20429155433.76
301013,利和兴,10738155992.640001
301015,百洋医药,12042047604.070002
301018,申菱环境,40026715832.08
301021,英诺激光,14476783412.699999
301029,怡合达,18385536620.88
301031,中熔电气,17150332453.2
301035,润丰股份,19249657977.440002
301039,中集车辆,14843065406.4
301061,匠心家居,12149466369.119999
301071,力量钻石,21370959620.43
301078,孩子王,11647376544.96
301086,鸿富瀚,20617200000.0
301087,可孚医疗,11108389730.0
301090,华润材料,10719519181.28
301093,华兰股份,20296962742.64
301095,广立微,20907342776.32
301099,雅创电子,10143405137.32
301109,军信股份,11355161116.38
301123,奕东电子,22384656000.0
301128,强瑞技术,18177527494.56
301150,中一科技,14931606557.34
301155,海力风电,14141315643.9
301165,锐捷网络,72564545413.08
301171,易点天下,23194537200.000004
301177,迪阿股份,10487193210.0
301183,东田微,20249707388.0
301188,力诺药包,11712753004.699999
301189,奥尼电子,11332359832.4
301191,菲菱科思,11293731540.000002
301196,唯科科技,16423618371.220001
